LOC,ERROR
av. J. Olivier 20,No result or retry failed
av.dela Gare 34,No result or retry failed
Casino-Théâtre,No result or retry failed
"La Fraternité, r.des Jardins",No result or retry failed
"r. Ch. Mon-nard 1', '.",No result or retry failed
av. de Merges 21,No result or retry failed
As. des Aveugles,No result or retry failed
ch. Vinet 15,No result or retry failed
"Béthanie, Cha-blière",No result or retry failed
"ClosJava, av. Florimont', 'av. J.Olivier 6",No result or retry failed
av. deCour 9,No result or retry failed
"Beau Vallon, Cliailly",No result or retry failed
Mar-theray 11,No result or retry failed
"Béthanie,Chablière",No result or retry failed
"Béthanie,Chablière",No result or retry failed
"ascenseur Stie', '-gler', 'Gd-Chêne 5",No result or retry failed
r. duPré 20,No result or retry failed
Ilôt. Savoy,No result or retry failed
Pré-du-Marché »Ìbis,No result or retry failed
Ilôt. Belvédère,No result or retry failed
Gd St-Jean 14,No result or retry failed
Rd-Point 7,No result or retry failed
"aven, deMorges 15",No result or retry failed
"Retraites 5, r.de Genève",No result or retry failed
"Va Bella', 'av. de laHarpe.",No result or retry failed
Retraites 5. r. de Genève,No result or retry failed
"Ilôt, de la Paix",No result or retry failed
La Savoie. Malley,No result or retry failed
"VaBella, av. de la Harpe.",No result or retry failed
av.(l’Echallens G.,No result or retry failed
"Retraites 5, r. de Genève",No result or retry failed
rue duPont 4,No result or retry failed
Gran-c.v 35,No result or retry failed
Aie 34,No result or retry failed
"Guillaume Tell,Barre",No result or retry failed
"Venn es-Val, La Sallaz",No result or retry failed
"Cas-tariea, av. Eglantine",No result or retry failed
II. Victoria,No result or retry failed
"Midi 2', 'Mag. tabacs,Grotte 1",No result or retry failed
"Le Trèfle, Bellevaux",No result or retry failed
Gd St-Jean 5,No result or retry failed
V.-ch.-les-Blanc,No result or retry failed
Gd St-Jean 5,No result or retry failed
"Coquelicot B, Epinettes",No result or retry failed
"Retraites 3, r. de Genève",No result or retry failed
"v. Mont-benon 2, av. Ruchonnet",No result or retry failed
"Florentin, av. Ruchonnet",No result or retry failed
pl. Gr.St-Jean 5,No result or retry failed
rueHaldimand 11,No result or retry failed
av. d’Echalleus 23,No result or retry failed
"La PetiteViolette, r. du Liseron",No result or retry failed
av. dela Harpe 10,No result or retry failed
"Pon-taise 37bis', 'At. Mon Idée2, r. des Jardins.",No result or retry failed
"Beau Signal 2, r. des Crêtes",No result or retry failed
Asile desAveugles,No result or retry failed
Chau-crau 14,No result or retry failed
Enning2. M. St-Pierre 8,No result or retry failed
"Dent de Vaulion,av. de France",No result or retry failed
Aie 21,No result or retry failed
"VerteRive, Cour",No result or retry failed
Aie 21.RT8731,No result or retry failed
"Dent deVaulion, av. de France",No result or retry failed
"La Prairie, Malley",No result or retry failed
aven.Ruchonnet 9,No result or retry failed
"v.l'Ecureuil, ch. de Villard",No result or retry failed
Tour 37,No result or retry failed
rMaupas 21a,No result or retry failed
"v. Solyme, aven,Grammont",No result or retry failed
av. Gare 9 bis,No result or retry failed
"villa Soly-mo, av. Grammont",No result or retry failed
av. Ste-Luce-Grotte 12,No result or retry failed
Bel Air2.,No result or retry failed
ChaletBéthusy.,No result or retry failed
Ane. Douane 2,No result or retry failed
"abbéaumônier de Bois-Cerf, aven, duServan 10",No result or retry failed
av. deCour 9,No result or retry failed
r. St-Franç. 7,No result or retry failed
Momox 17,No result or retry failed
"aven, deFrance 2",No result or retry failed
av.dela Harpe 30,No result or retry failed
av. de laHarpe 2,No result or retry failed
"villaHollbom 2, Cour",No result or retry failed
aven.Villamont 21,No result or retry failed
"VertClos, Malley",No result or retry failed
Gd St-Jean 11,No result or retry failed
"Etraz 24', 'M. Lion d’Or 4",No result or retry failed
"m.ouvr. 9, Bellevaux.",No result or retry failed
av. de laGare 9bis,No result or retry failed
Hôt. Royal,No result or retry failed
"La Perreyre, La Roeiaz.T8969', 'M. Bourg 27",No result or retry failed
LaRoseraie. Jurigoz,No result or retry failed
"av,du Mont-d’Or 5', 'pl. St-François 15",No result or retry failed
"v. Bellevue, Montoie",No result or retry failed
"Va Jurigoz,Montchoisi",No result or retry failed
JoliVal. av. Rambert,No result or retry failed
"Pré-Fleuri, Sauvabelin",No result or retry failed
Collon-ges-Terrasses,No result or retry failed
"maisonMeyer, Bellevaux-dessous",No result or retry failed
Ou-chy 28,No result or retry failed
Maubor-get 4,No result or retry failed
"négoc.,Chai. Montbenon, av. Ruchonnet",No result or retry failed
av. deMorges 23,No result or retry failed
"LaGlycine, Epinettes",No result or retry failed
Pont deChailly,No result or retry failed
"aven,du Simplon 25",No result or retry failed
r. duTunnel 2,No result or retry failed
"Florissant, Ouchy",No result or retry failed
r. Fabre 14,No result or retry failed
Châtelaine 3. r. de Genève,No result or retry failed
"Béthanie,Chablière",No result or retry failed
av. del’Université 15,No result or retry failed
ch.Vinet 19,No result or retry failed
aven.Belles-Roches B.,No result or retry failed
",Maupas 23', 'At. Passage Jean Muret 1', '.",No result or retry failed
av. Secre-. tan 25,No result or retry failed
av. Secretali 25,No result or retry failed
"aven, du Temple,Chailly",No result or retry failed
"Les Sapins, r. des Oliviers.",No result or retry failed
Grand-Pont (U. B. S.,No result or retry failed
"Va du Mont,Signal",No result or retry failed
Mar-theray 17,No result or retry failed
"Pré-du-Marché 13.RT9547', 'Ap. au 26",No result or retry failed
aven.d’Ouchy 34,No result or retry failed
r. Mar-theray 12,No result or retry failed
Le Cèdre. Cour,No result or retry failed
Béthusy-Pécos,No result or retry failed
", Le Pé-cos, Béthusy",No result or retry failed
"m.ouvr. 5, Bellevaux-Dessus",No result or retry failed
rue Fabre 14,No result or retry failed
Ch.-de-Bourg 7,No result or retry failed
Tour 19,No result or retry failed
"Riant-Site,Montbenon",No result or retry failed
r. Fabre 14,No result or retry failed
"Villa-mont 15', 'M. aven, du Léman 23.T.",No result or retry failed
"Vigned’Argent 6, ch. de Renens",No result or retry failed
r.Fahre 14,No result or retry failed
"boul.,r. Curtat 2",No result or retry failed
av.d’EchalIens 32 b.,No result or retry failed
"Mont-meillan, m. Tliévenaz",No result or retry failed
av. de la Harpe12.,No result or retry failed
"ch. deMornex 9', 'M. r. Neuve 3",No result or retry failed
M au-pas 21 b.,No result or retry failed
"Petit St-Jean 8', 'Mag. r. Centrale.RT9525', 'r. St-François 12",No result or retry failed
"coutur..Clos du Centenaire, Chailly",No result or retry failed
r. d’E-traz 23,No result or retry failed
r.Martheray 21-22,No result or retry failed
Bar-re 3 bis,No result or retry failed
av. Ruchonnet 41.RT,No result or retry failed
"sq. Georgette 1', '.",No result or retry failed
"Léman G.', 'M. Bourg 16",No result or retry failed
avd’Echallens 23,No result or retry failed
",Acacias 3, av. Rond-Point 7",No result or retry failed
Ourlât 14,No result or retry failed
B.do Grancy 51,No result or retry failed
Vali ombreuse,No result or retry failed
aven.Juste Olivier 9,No result or retry failed
"Mous-quines 19', 'Cab. Bourg 11",No result or retry failed
As. des Vieillards,No result or retry failed
Tour 41,No result or retry failed
av. deRosemont 2,No result or retry failed
pi. Bel-Air 2,No result or retry failed
av.Beau-Regard 7,No result or retry failed
av. dela Harpe 17,No result or retry failed
"Sans Souci,av. de la Harpe.",No result or retry failed
"irz AA7', 'Petit-Chêne 30",No result or retry failed
Pont 10,No result or retry failed
meCaroline 13 bis,No result or retry failed
"Les Sapelots, LaSallaz",No result or retry failed
"sq. Georgette 1', 'Pépinet 4",No result or retry failed
Rd-Point 7,No result or retry failed
"Val Fleuri, ruedes Jardins",No result or retry failed
Bel-levaux-Dessous.,No result or retry failed
rue duMidi 16,No result or retry failed
"Flon A7al,Vennes",No result or retry failed
r.Martheray 49,No result or retry failed
"Va Maggiore,Malley",No result or retry failed
ni. a.,No result or retry failed
Escal.-du-Marché 7,No result or retry failed
ch. de Boston 5.RT4245,No result or retry failed
"Retraites 5, r. Genève",No result or retry failed
"VertMont, Montagibert",No result or retry failed
Gd-Pont,No result or retry failed
av. J. Olivier 10,No result or retry failed
av.Vulliomin 8,No result or retry failed
ferme dePrimerose,No result or retry failed
Forme Rt-Cour,No result or retry failed
"Primerose, Cour",No result or retry failed
"Pré Vert, Vidy",No result or retry failed
"RiantCour, Cour",No result or retry failed
"LaCaroline, Cour",No result or retry failed
Aie 18,No result or retry failed
"L’Horizon, Chailly",No result or retry failed
"Chatelaine 1, r. de Genève",No result or retry failed
Pon taise 54,No result or retry failed
Le TaulardVernand.,No result or retry failed
av. Ste-Luee 3,No result or retry failed
Petit St-Jean llbis,No result or retry failed
av. deFrance 41,No result or retry failed
av. d’Y ver-don 3,No result or retry failed
"Le Devin, Chailly",No result or retry failed
av. desOiseaux 13,No result or retry failed
"Les Reus-silles, Languedoc",No result or retry failed
Mau pas 47,No result or retry failed
leCentenaire. Montblesson,No result or retry failed
Ilôt. Cecil,No result or retry failed
Gd St-Jean 22,No result or retry failed
Chauderon 24T2637,No result or retry failed
"Castel Occident 2,Aubépines",No result or retry failed
a.Florimont. 14,No result or retry failed
"Belle-Cour, ch. des Bégonias",No result or retry failed
avenueRt-Mont 1. M. Pont 10,No result or retry failed
"BonAttrait, Chissicz",No result or retry failed
"Université 20', 'Mag. Barre 10",No result or retry failed
Béthusy-Pécos,No result or retry failed
"m. Meyer,Bollovaux",No result or retry failed
pl. Or. St-Jean 5,No result or retry failed
avenueDruey 24,No result or retry failed
"ClosVougeot, Montoie",No result or retry failed
"Rumine 50', 'At. Tour 29",No result or retry failed
"r. duLac 10', 'Mag. av. d’Ouchy 62",No result or retry failed
"Clos Laly, Cour",No result or retry failed
Gd-ChÔne11.,No result or retry failed
Hôtel Royal,No result or retry failed
"Flon-Val,La Sallaz",No result or retry failed
r. duTunnel 6,No result or retry failed
r. St-Fran-çois 2,No result or retry failed
av. Ru-chounet 14,No result or retry failed
Gd-Pont 16,No result or retry failed
"Châtelaine 3, r. de Genève",No result or retry failed
Mau-pas 77,No result or retry failed
"Ro-chemont, Chailly",No result or retry failed
r. St-Frau-çois 20,No result or retry failed
av. J.Olivier 22,No result or retry failed
"Va Albion, CroixRouges",No result or retry failed
rueMartheray 21-22,No result or retry failed
r. desGlaciers 4,No result or retry failed
"aven.Beauregard 3 bis', 'At, av. de la.Harpe 38",No result or retry failed
Ch.-de-Bourg 28,No result or retry failed
"mais. Neuve,Monté tan",No result or retry failed
aven.du Rond-Point 18,No result or retry failed
aven..Dapples 1,No result or retry failed
rueMartheray 11,No result or retry failed
"Momex 1', '.",No result or retry failed
"Clos Mené-trey, Vennes",No result or retry failed
"PtSt-,Tean 12",No result or retry failed
"LesColombières, Mousquines 16",No result or retry failed
"Clos Menétrey, Vennes",No result or retry failed
"aven, de laHarpe 11",No result or retry failed
"pl. St-François 14.T8485', 'Cab. T. 8484",No result or retry failed
Ec. hôtelière. Cour.,No result or retry failed
"Montde Baulmes, av. de France",No result or retry failed
Vil-lamont-Dessus,No result or retry failed
Tour 41,No result or retry failed
"Beau-Séjour 28', 'B. r.de Bourg 27",No result or retry failed
"aven.du Mont-Blanc 1', '.",No result or retry failed
"Le CotterdLa Sallaz', 'M. St-Pierre 14",No result or retry failed
"av.de la Harpe 3, Ouchy",No result or retry failed
av. d’Y-verdon 1,No result or retry failed
"Chatelaine 2, r. de Genève",No result or retry failed
"en vnrfu-nierie, ch. Pré Fleuri 4",No result or retry failed
Tour 41,No result or retry failed
aven.d’Echallens 12bis,No result or retry failed
"Clos Covatannaz, av. Glayre",No result or retry failed
"Retraites 5, r. de Genève",No result or retry failed
St-Mar-•tin 20,No result or retry failed
GrandSt-Jean 15,No result or retry failed
",Gd St-Jean 28",No result or retry failed
Mous-quines 32,No result or retry failed
av. J. Olivier 6,No result or retry failed
St-Lau-ront 10,No result or retry failed
"LaVionne, Montoie",No result or retry failed
"villaLéman, Ouchy",No result or retry failed
av. d’Y-verdon 2,No result or retry failed
"Pré-du-Marché. 9', 'M. Gd St-Jean 21",No result or retry failed
H. Mt-Fleuri,No result or retry failed
"Les Crêtes, r. desCrêtes",No result or retry failed
Cli.-de-Bourg 35,No result or retry failed
"Gd St-,Tean 7",No result or retry failed
aven.Jolimont 3,No result or retry failed
",Ferme du Chalet-à-Gobet.",No result or retry failed
"av. dTSchallens 30', 'At. au 38",No result or retry failed
"Le Chamossaire,Languedoc",No result or retry failed
Pré-du-Mar-ché 20 bis,No result or retry failed
"Grotte 14', 'M. r.de la Paix 6",No result or retry failed
"Mau-bçrget 2', 'At. Petit Chêne 5",No result or retry failed
"Pediina Ildebrando', 'Simplon 14",No result or retry failed
Bdde Grancy 49,No result or retry failed
Esc.-du-March. 13,No result or retry failed
"La Gracieuse, La Sallaz",No result or retry failed
"Petit Noisetier, r. des Crêtes",No result or retry failed
Asile desAveugles,No result or retry failed
"ClosHenri, Vallombreuse",No result or retry failed
r. St-Fran-çois 16,No result or retry failed
av.du Simplon 43,No result or retry failed
Cottage 6. Montoie,No result or retry failed
"r. duVallon 1', '.",No result or retry failed
hom Jules,No result or retry failed
av. d’Echal-lens 8,No result or retry failed
Va Mar-cone. av. Recordon,No result or retry failed
Pon-taise 13,No result or retry failed
"Riche Vue, Chailly",No result or retry failed
CitéDerrière 15,No result or retry failed
"LeClosy, av. Beaumont",No result or retry failed
Ber-gières 21,No result or retry failed
